match,count
"SVC(kernel='linear', class_weight={0: 0.3, 1: 0.7})
",1
"SVC(kernel='poly',tol=1e-2, verbose=False)
",1
"SVC(kernel='linear', C=1).fit(X_new, y_train)
",1
"SVC(decision_function_shape ='ovo')
",1
"SVC(C=1), candidates, cv=5, scoring=""f1"")
",1
"SVC(C=20, gamma=1.5e-04) ",1
"SVC(), params, n_jobs=8,cv=cross_validation.ShuffleSplit(data.shape[0], n_iter=10, test_size=0.2,random_state=0))
",1
"SVC(kernel='precomputed', C=C)
",1
"SVC(class_weight='auto'))
",1
"SVC(probability=True,gamma=1)
",1
"SVC(C=10, kernel='linear', class_weight='balanced')
",1
"SVC(kernel=self.cfg[""prediction""][""svm_kernel""])
",1
"SVC(C=0.01, kernel='linear') ",1
"SVC(C=10000.0, kernel ='rbf')
",1
"SVC(C=1), self.tuned_parameters, cv=2, scoring='%s_weighted' % self.score)
",1
"SVC(kernel='linear', probability=True).fit(X, Y)
",1
"SVC(kernel='rbf', probability=True, tol=0.1)
",1
"SVC(C=2.8).fit(training_samples, training_labels)
",1
"SVC(digits) ",1
"SVC(probability= True,decision_function_shape='ovr',random_state=np.random.randint(1000),kernel=""linear"")
",1
"SVC(gamma=gamma, C=C, probability=True, cache_size=500, random_state=0))
",1
"SVC(), parameters, verbose=10).fit(x_train, y_train)
",1
"SVC(kernel='rbf', probability=False))
",1
"SVC(C=1, kernel='linear', class_weight='auto')
",1
"SVC(probability=probability, gamma=svmgamma, C=svmC) ",1
"SVC(**svc_params)
",1
"SVC(probability=True,C=svm_C, coef0=acoef0, gamma=agamma)
",1
"SVC(C=self.C, kernel=self.kernel.compute)
",1
"SVC(C=1), param_selection, cv=5)
",1
"SVC(kernel=""linear""),step=1,cv=StratifiedKFold(y,5),scoring=""accuracy"")
",1
"SVC(C=float(param), class_weight='balanced')
",1
"SVC(kernel='rbf', C=2, gamma=1) ",1
"SVC(kernel = kernel, C = C, gamma = gamma)
",1
"SVC(kernel='linear', C=1, probability=True))
",1
"SVC(C=1, kernel='linear', probability=False)
",1
"SVC(C=100) ",1
"SVC(C=2.3, kernel= 'rbf', gamma= 0.0, cache_size= 1000, class_weight= 'auto',probability=True)
",1
"SVC(kernel='linear',C=1).fit(X_train,y_train)
",1
"SVC(), features)
",1
"SVC(C=1.0, kernel='poly', probability=True, cache_size=2000, verbose = True)
",1
"SVC(cache_size=1900)
",1
"SVC(C=C, kernel='rbf', gamma=100, shrinking=False)
",1
"SVC(probability=True, kernel='linear', C=3)
",1
"SVC(kernel = mode)
",1
"SVC(kernel='linear', class_weight= 'auto')
",1
"SVC(gamma=0.01).fit(X_train, y_train)
",1
"SVC(C = 1.0, probability=True)
",1
"SVC(), tuned_parameters_linear, cv = 5) ",1
"SVC(**svc_parameters)
",1
"SVC(kernel='linear',C=1.0,random_state=0)
",1
"SVC(), params_grid=cv_params, verbose=1, n_jobs=-1)
",1
"SVC(probability=True).fit(X_featurized, Y_binarized[:, 1])
",1
"SVC(kernel=""rbf"", gamma=gamma_values[i], C=c_values[j])
",1
"SVC(C=10, verbose = 2)
",1
"SVC(**libsvm_default_param)
",1
"SVC(kernel='linear', C=1).fit(x_train, y_train)
",1
"SVC(kernel='rbf',C=self.C,verbose=False,class_weight=self.class_weight,max_iter=self.iter,probability=self.prob,gamma=self.gamma)
",1
"SVC(kernel='rbf',gamma=0.01,C=100,max_iter=-1,class_weight='balanced'))
",1
"SVC(kernel = 'linear', C = 2 ** 15)
",1
"SVC(C=1,degree=9,gamma=10,probability=True)
",1
"SVC(kernel='linear', C=1) ",1
"SVC(kernel='linear', C=1.) #LinearSVC(C=1.0)
",1
"SVC(kernel=SVM_KERNEL)
",1
"SVC(C=1)', **dict(a=1, b=2))
",1
"SVC(C=c, kernel=k, degree=d, gamma=g, coef0=r)
",1
"SVC(kernel = ""linear""), ""Support Vector Machine - Linear"")
",1
"SVC(kernel = ""rbf"", gamma = 0.000001)).fit(transformed, labels)
",1
"SVC(kernel = ""rbf"",C = c)
",1
"SVC(self.svc, max_iter=2**20)
",1
"SVC(kernel=""rbf"", gamma=1.0)
",1
"SVC(kernel='rbf',probability=True,cache_size=2000)
",1
"SVC(C=10.0, kernel='rbf', degree=3, gamma=0.001, coef0=0.0, shrinking=True, probability=False, tol=0.001, cache_size=200, class_weight=None, verbose=False, max_iter=-1, random_state=None))])
",1
"SVC(kernel='linear',C=0.1)
",1
"SVC(C=1000.0, gamma=0.001)
",1
"SVC(C=10, gamma=C)
",1
"SVC(kernel=""precomputed""), c) for c in categories)
",1
"SVC(kernel='linear', C=1, probability=True).fit(x_train, y_train)
",1
"SVC(C=1, kernel='poly')
",1
"SVC(verbose=False)
",1
"SVC(kernel='rbf', class_weight='auto', verbose = True, probability=False), param_grid)
",1
"SVC(gamma=0.1, C=1)
",1
"SVC(cache_size=CACHE_SIZE)
",1
"SVC(**params_used)
",1
"SVC(probability=True) )
",1
"SVC(kernel=kernel,gamma=3)
",1
"SVC(kernel='rbf',random_state = 0,gamma=0.10,C=10.0)
",1
"SVC(random_state=self.__seed), search_space, cv=2, scoring='roc_auc', n_jobs=self.n_jobs)
",1
"SVC(kernel='linear', C=1.0).fit(irisDF[features], irisDF[""Species""])
",1
"SVC(C=C, kernel = kernel, degree = degree, gamma = gamma)
",1
"SVC(kernel='linear', C = 10 ** -(param))
",1
"SVC(gamma=0.014, C=0.01*i)
",1
"SVC(kernel=classifier_type, gamma = gamma , C = regularization_param).fit(X,Y)
",1
"SVC (imm8) ",1
"SVC(C=10, gamma=0.005), X, y, cv=cv)
",1
"SVC(kernel=""rbf"", C=1.)
",1
"SVC(probability=True,kernel='linear',C=0.0011253,random_state=1)
",1
"SVC(verbose=True), training_set, model_path='dumps/SVC.m')
",1
"SVC(C=c, kernel=""precomputed"").fit(fold_K_train, fold_y_train)
",1
"SVC(C=C, gamma=gamma).fit(x_train, y_train)
",1
"SVC(), tuned_parameters, cv=10, scoring=scoring)
",1
"SVC(C=10))])
",1
"SVC(kernel='poly',C=1,probability=True)
",1
"SVC(kernel='rbf', C = self.C)
",1
"SVC(C=C, kernel='linear')
",1
"SVC(C=Ci), X, y, cv=5, scoring='precision').mean() ",1
"SVC(kernel='linear',probability=True)
",1
"SVC(kernel=""linear"") #sklearn.linear_model.Lasso(alpha = 0.1)
",1
"SVC        (multi-class classification)
",1
"SVC(kernel=""linear"", verbose=True, probability=True)
",1
"SVC(C=0.5, kernel='linear'))
",1
"SVC(verbose= 2)
",1
"SVC(C=regularizer, kernel='linear', probability=True, random_state=0, verbose=False)
",1
"SVC(class_weight='balanced')
",1
"SVC(C = Cfactor, decision_function_shape = 'ovr', probability=True)
",1
"SVC(C=1000, kernel=""poly"", degree=2)
",1
"SVC(kernel='linear', class_weight=None)
",1
"SVC(class_weight='auto', cache_size=3000, C=1.0)
",1
"SVC(kernel='rbf', C=1, gamma=0).fit(X, y)
",1
"SVC(C=reg, kernel=k, degree=deg)
",1
"SVC(cache_size=7000)
",1
"SVC(kernel='rbf', C=1, gamma=10)
",1
"SVC(C=1000.0, class_weight=getClassWeights())
",1
"SVC(C=C, **kwargs)
",1
"SVC(C=self.C, kernel=self.kernel, degree=self.kernelParam, gamma=self.kernelParam, tol=self.tol, class_weight={-1:1-self.errorCost, 1:self.errorCost})
",1
"SVC(gamma=self.gamma, kernel='linear')
",1
"SVC(C = c, kernel = 'rbf', gamma = r, cache_size = 2048.0)
",1
"SVC(kernel='linear'), mode='decision_function')
",1
"SVC(C=10., kernel=""rbf""))])
",1
"SVC(decision_function_shape='ovr', kernel='linear'))])
",1
"SVC(C=1, kernel='rbf', gamma = 0.1)
",1
"SVC(C=cost, kernel='rbf', max_iter=max_iter, gamma=gamma, tol=tol)
",1
"SVC(C=32, gamma=0.5)
",1
"SVC(C = C, kernel = kernel)
",1
"SVC(verbose = 2, probability = True, C = 100.)
",1
"SVC(C=1.0, kernel='rbf', gamma=0.0010)
",1
"SVC(kernel='precomputed', class_weight='balanced', C=c, random_state=42))
",1
"SVC(C=C, kernel='precomputed', class_weight='auto')
",1
"SVC(kernel=kernel(self.trainData, self.))
",1
"SVC(C=SVM_C, random_state=SEED, kernel='linear')
",1
"SVC(), svc_tuned_params, cv=5, scoring='accuracy')
",1
"SVC(C=rbf_C, gamma=rbf_Gamma, probability=make_probabilistic)
",1
"SVC(kernel='rbf', C=1000,gamma=1.0)
",1
"SVC(kernel='linear', C=1.0, class_weight='auto')
",1
"SVC(kernel = 'linear', C=c)
",1
"SVC(C=100, cache_size=200, class_weight=None, coef0=0.0, degree=3, gamma=0.2, kernel='rbf', max_iter=-1, probability=True, random_state=None, shrinking=True, tol=0.001, verbose=False)
",1
"SVC(kernel='rbf', gamma=0.0001, C=44, class_weight='balanced')
",1
"SVC(C=1), param_grid, n_jobs=-1)
",1
"SVC(kernel=""linear"").fit(trainCount, genre)
",1
"SVC(kernel='linear', class_weight={1: 10})
",1
"SVC(C = C_value, random_state=241, kernel='linear')
",1
"SVC(), sparse=False).train(train_set)
",1
"SVC(kernel=kernel, verbose=False, C=c, gamma=gamma, class_weight='balanced', max_iter=-1, tol=1e-3)
",1
"SVC(C=1, gamma=100.) ",1
"SVC(**self.svm_dict)
",1
"SVC(kernel='rbf',degree=2, probability=True, class_weight={1:1})
",1
"SVC(kernel='linear', C=0.025)
",1
"SVC(), n_estimators = 128)
",1
"SVC(kernel='rbf'), tuned_parameters, cv=10, scoring='accuracy')
",1
"SVC(kernel='poly', C=C, degree=Q, coef0=coef0, gamma=1., verbose=verbose)
",1
"SVC(), tuned_parameters, cv=cv, scoring=score)
",1
"SVC(probability=True, C=1.0, kernel='rbf', class_weight={1: 1.0, 0:1.0})
",1
"SVC(probability=True), n_jobs = -1)
",1
"SVC(C=1), tuned_parameters, cv=5, scoring='accuracy')
",1
"SVC(C=C, kernel=kernel, gamma=gamma, coef0=coef0, degree=poly)
",1
"SVC(C=1.5, tol=1e-4, probability=True)
",1
"SVC(kernel='rbf', gamma=1e-5, C=20))
",1
"SVC(kernel=""rbf"", verbose=True, decision_function_shape='ovo', probability=True, cache_size=1500)
",1
"SVC(kernel=""rbf"", tol=0.001, decision_function_shape=""ovr"")
",1
"SVC(C=1.0, kernel='rbf', degree=3, gamma=0.003, verbose=False)
",1
"SVC(kernel='poly', degree = 2, coef0 = 1, C=100000, gamma = 1)
",1
"SVC(cache_size=512), TUNED_PARAMETERS, scoring=score, n_jobs=4, verbose=3)
",1
"SVC(**params)))
",1
"SVC(degree=degree,kernel=kernel)
",1
"SVC(kernel='linear', C=2.67, decision_function_shape= ""ovo"", max_iter=5000000, probability=True, verbose=True)
",1
"SVC(C=100000000.0, kernel='rbf', degree=3, gamma=0.1, verbose=True)
",1
"SVC(kernel='rbf', C=float(parameters))
",1
"SVC(C=0.8,kernel='rbf',gamma=0.08)
",1
"SVC(kernel=clfParam['kernel'],probability=True)
",1
"SVC(), tuned_parameters, cv=3)
",1
"SVC(kernel='rbf', C=10000)
",1
"SVC(C=500.0, class_weight='balanced')
",1
"SVC(kernel=clstype, C=20, gamma=0.001, cache_size=100000., probability=True)
",1
"SVC(kernel=kernel, scale_C=True)
",1
"SVC(gamma=0.0001)
",1
"SVC(C=0.1, kernel='rbf')
",1
"SVC(kernel='linear', C=p[params.keys().index('C')])
",1
"SVC(C=8, gamma=0.17)
",1
"SVC(kernel='linear') # ---> Accuracy: 88% (1% data training, no C value)
",1
"SVC(kernel=_kernel)
",1
"SVC())]) ",1
"SVC(kernel = 'linear', probability = True))])
",1
"SVC(kernel=intersection_kernel, C=1e0)
",1
"SVC() # defaults to kernel='rbf' (usually worse for RP/SSD/RH features)
",1
"SVC(kernel='rbf', gamma=0.7, C=1.0)
",1
"SVC().fit(X_train_tfidf, train_labels)
",1
"SVC(C=10**svmparams[p],gamma=10**rbfparams[r])
",1
"SVC(kernel=""rbf"", C=100.0)
",1
"SVC(kernel='rbf', degree=3, gamma=2, class_weight='auto')
",1
"SVC(C=0.8, kernel='rbf', gamma=0.0050)
",1
"SVC(kernel = my_kernel)
",1
"SVC(C=tC, kernel='rbf', gamma=1.0/tSigma, max_iter=200)
",1
"SVC(kernel='poly', C=10000000, gamma=1, degree=K, coef0=1)
",1
"SVC(C=Ctry, kernel=""linear"", probability=True)
",1
"SVC(kernel='rbf'), param_grid)
",1
"SVC (SVM Multi classifier)
",1
"SVC(kernel='rbf'),params,cv=cv)
",1
"SVC(C = 1), tuned_parameters, cv = 5, scoring = '%s_weighted' %score)
",1
"SVC(kernel='sigmoid',degree=9,gamma=10)
",1
"SVC(kernel='rbf',class_weight={'1':weightNormal,'-1':weightFake})
",1
"SVC(C=35)
",1
"SVC(verbose=True), parameters)
",1
"SVC(kernel=""rbf"", gamma=gamma, C=self.C)
",1
"SVC(decision_function_shape='ovo') ",1
"SVC(probability=True), svc_params, cv=5)
",1
"SVC(), tuned_parameters, cv=5)
",1
"SVC(C=10, kernel='rbf', gamma=1e-6, cache_size=512, verbose=3)
",1
"SVC(kernel='rbf', max_iter=100000).fit(X_train[:,0:featureDimension], y_train)
",1
"SVC(gamma=gamma)
",1
"SVC(kernel='linear', C=1000)
",1
"SVC(C=1, kernel='linear',probability=True)
",1
"SVC(C = 1, gamma = 0.001, kernel = 'rbf')
",1
"SVC (Switched Virtual Circuit) ",1
"SVC(probability=True), sklearn.svm.SVC(probability=True), sklearn.naive_bayes.MultinomialNB()])
",1
"SVC(probability=True, kernel='linear') ",1
"SVC(kernel=kernel, C=1.0)
",1
"SVC(kernel='linear', C=svm_c)
",1
"SVC( ), parameters, cv = folder, n_jobs = -1 )
",1
"SVC(C=1.0, kernel='linear', probability=True).fit(features, classes)
",1
"SVC(kernel='rbf' ,probability=True, max_iter=10000)
",1
"SVC(kernel='linear'), n_features_to_select={N_FEATURES_TO_SELECT}, step={STEP})
",1
"SVC(C=150, gamma=2e-2, probability=True))
",1
"SVC(kernel='rbf', C=5000)
",1
"SVC(kernel='linear', C=0.1)
",1
"SVC(C=cost, gamma=g, kernel='rbf') ",1
"SVC(kernel='linear', C=c, gamma=g).fit(X, y)
",1
"SVC(C=C, kernel='linear', verbose=False)
",1
"SVC (support vector classifier) ",1
"SVC(kernel='linear', C=100000, random_state=241)
",1
"SVC(kernel=kern)
",1
"SVC(kernel='rbf', C=100)
",1
"SVC().fit(self.text_vectors.values(), self.labels)
",1
"SVC(kernel=""linear""), step=0.05, loss_func=auc_score), #cv=3, default; cv=StratifiedKFold(n_subjs, 3)
",1
"SVC(C=1, kernel='rbf',gamma=2)
",1
"SVC(*args, **local_kwargs))
",1
"SVC(kernel=""linear""))])
",1
"SVC(kernel = 'linear', C = 1)
",1
"SVC(C=cost, kernel='poly', max_iter=max_iter)
",1
"SVC(kernel='rbf', gamma=0.0025, C=12)
",1
"SVC(kernel=""rbf"",C=10000)
",1
"SVC(C=10.0, gamma=0.5, kernel=""rbf"", random_state=0)
",1
"SVC(decision_function_shape='ovo', probability=True)
",1
"SVC(kernel='poly', degree=3)
",1
"SVC(kernel=""linear"", C=0.06)
",1
"SVC().fit(n_sample,n_feature)
",1
"SVC(kernel=""linear"", C=C) for C in [1, 3]])
",1
"SVC(kernel='linear',probability=True))
",1
"SVC(X, Y)
",1
"SVC(tol=1e-6, C=c, kernel='rbf', gamma=gamma)
",1
"SVC(logging = False).process()
",1
"SVC(gamma=0.001, C=100.) ",1
"SVC(C=1000, degree=2, kernel='linear'))
",1
"SVC(C=10, cache_size=2000, decision_function_shape='ovr', gamma=0.0001, kernel='rbf', class_weight='balanced' ,tol=0.01) ",1
"SVC(gamma=0.1, kernel='poly')
",1
"SVC(kernel=linear,C=1)')
",1
"SVC(C=3.5, random_state=1234, class_weight={1: 2, 2: 1.5, 3: 1.5, 4: 1})
",1
"SVC(kernel='linear').fit(data[:,0:dimension], label)
",1
"SVC(C=C, gamma=gamma, kernel='rbf'))
",1
"SVC(C=1000., kernel='rbf')
",1
"SVC(C=3.1622776601683795,gamma=1.7782794100389229e-05,verbose=True)
",1
"SVC(C=1, gamma=1e-3, probability=True, class_weight={-1:1, 1:10}))
",1
"SVC(kernel='poly', degree=5, random_state=77)
",1
"SVC(random_state=seed))])
",1
"SVC(C=10., kernel='rbf', gamma=3e-3, class_weight={1.: 3.95}, random_state=198964, verbose=True, cache_size=512)
",1
"SVC(), param_grid=[{'C': [0.1,0.3,1,3], 'class_weight': [None, 'balanced']}], scoring='f1_micro')
",1
"SVC(C=1.0, gamma=0.1)
",1
"SVC(kernel='linear').fit(X, y)
",1
"SVC(verbose=1)
",1
"SVC(kernel='linear', C=C).fit(train_features2, ytr)
",1
"SVC(probability=True, class_weight='auto', C=2)
",1
"SVC(C=.5, kernel='linear', class_weight='balanced')
",1
"SVC(t)
",1
"SVC(C=100, kernel='linear') ",1
"SVC(kernel = 'rbf')
",1
"SVC(C = c, kernel = 'linear', probability = True)
",1
"SVC(kernel='rbf', probability = True,class_weight=self.class_weight)
",1
"SVC(kernel='linear', probability=True, C=C)
",1
"SVC(**tmp_options)
",1
"SVC(C = parameter_C, gamma = parameter_gamma)
",1
"SVC(C=10, gamma=0.01)
",1
"SVC(kernel=""rbf"", C=100000)
",1
"SVC(gamma=0.0017, cache_size=1000) ",1
"SVC(kernel=self.kernel)
",1
"SVC(C=1.0, kernel='rbf',gamma=g, random_state = 0, probability=True)
",1
"SVC(class_weight='auto', kernel='linear')
",1
"SVC(C=1000.0, class_weight='balanced', probability=True) ",1
"SVC(probability=True))])
",1
"SVC(C=1, kernel='poly', degree=2, gamma=1., coef0=1., verbose=True)
",1
"SVC(kernel=""poly"", degree=3)
",1
"SVC(max_iter=SVC_MAX_ITER), tuned_params, cv=CV_K_FOLD, scoring=""f1"", verbose=PARAM_VERBOSE, n_jobs=PARAM_JOBS)
",1
"SVC(probability=True, random_state=0))])
",1
"SVC(C=1, kernel='linear', probability=True, class_weight='auto')
",1
"SVC(C=best_params['C'],gamma=best_params['gamma'],decision_function_shape='ovr')
",1
"SVC(probability=True, cache_size=2048)
",1
"SVC(max_iter=300)
",1
"SVC(C = 1.0, kernel = 'rbf', probability = True)
",1
"SVC(class_weight=class_weight,verbose=1)
",1
"SVC(C=100, kernel='rbf', shrinking=True, probability=True, tol=0.001, cache_size=200)
",1
"SVC(kernel='rbf', C=10.0, gamma=0.10, random_state=0)
",1
"SVC( kernel = ""linear"" ) ",1
"SVC(**sl.train_params), sl.X_train_scaled, n_jobs = -1, y = Y_train, cv=10)
",1
"SVC(C=5, kernel='poly', degree=4)
",1
"SVC(C=100, class_weight='auto', kernel='linear', probability=True, verbose= 15)
",1
"SVC(probability=True, kernel='linear'))
",1
"SVC(cache_size=200)
",1
"SVC(C=0.5, kernel=cosine_similarity, decision_function_shape='ovr')
",1
"SVC(probability=True, verbose=True)
",1
"SVC(kernel='rbf', probability=probability, class_weight='balanced')
",1
"SVC(kernel='rbf', probability=True, C=2)
",1
"SVC(C=1.0, kernel='rbf', gamma=0.01))])
",1
"SVC(C=model_param['C'], epsilon=model_param['epsilon'])
",1
"SVC(kernel='precomputed', probability=True)
",1
"SVC(C=5), n_jobs=-1)
",1
"SVC(C=svm_c, kernel=kernel, probability=True)
",1
"SVC(**self._models['svm'])
",1
"SVC(C=1, probability=True), param_grid, cv=5, refit=True).fit(X, y)
",1
"SVC(gamma=0.1, probability=True)
",1
"SVC(kernel='rbf', gamma=gamma, C=C, probability=False, class_weight={-1:1,1:w1})
",1
"SVC(gamma=0.0070, C=5)
",1
"SVC(), rbfParams)
",1
"SVC(C=C, kernel='linear'))
",1
"SVC(kernel='rbf', C=reg, cache_size=1000)
",1
"SVC(kernel='rbf', gamma=optGamma, C=optC).fit(vTrain, vSurv)
",1
"SVC(kernel).fit(data_train, target_train)
",1
"SVC(C=C, kernel='linear', tol=1e-3, max_iter=20)
",1
"SVC(C=10**10, kernel=""poly"", coef0=1, gamma=1, degree=2, verbose=True)
",1
"SVC(max_iter=1000) ",1
"SVC(probability=probability, cache_size=cache_size, **svm_kwargs)
",1
"SVC(kernel=args.param, probability=True)
",1
"SVC(kernel='rbf', gamma=0.01, C=100))
",1
"SVC(), param_grid=param_grid, cv=cv, n_jobs = -1, verbose = 2)
",1
"SVC(kernel = 'linear', C = 1.0)
",1
"SVC(kernel='rbf', C=10.0, gamma=g, random_state = 0)
",1
"SVC(kernel='linear', cache_size = 3000, probability=True)
",1
"SVC(C=1000)
",1
"SVC(C=1,kernel='rbf',probability=True)
",1
"SVC(C=c, kernel='precomputed',probability=True)
",1
"SVC(C=1.833, gamma=0.1366, cache_size=1000)
",1
"SVC (Classifier) ",1
"SVC(gamma=0.001, C=100.))
",1
"SVC(gamma=""auto"", max_iter=-1, verbose=True)
",1
"SVC(random_state = random_state)
",1
"SVC(kernel='poly',degree=2)
",1
"SVC(C=1), tuned_parameters, cv=10)
",1
"SVC(kernel = 'linear', C=1e6)
",1
"SVC(kernel='rbf', probability=True, verbose=False)
",1
"SVC(C=C, kernel = 'precomputed',verbose=True,class_weight='balanced')
",1
"SVC(), param_grid=rbf_params, cv=20, n_jobs=4, verbose=5)
",1
"SVC(kernel='poly', probability=True, C=0.5)
",1
"SVC(probability=True,random_state=random_state)
",1
"SVC(kernel=""linear""), SVC(kernel=""rbf"")])))
",1
"SVC(kernel='poly', degree=3))
",1
"SVC(tol=1e-3,kernel='rbf',cache_size=500),[{'C': [1,10,100] , 'gamma':[0.1,1,10]}] , cv=3 ) ",1
"SVC(), dict(C=np.logspace(-6, -1, 10), kernel=['linear', 'poly', 'rbf', 'sigmoid'])))
",1
"SVC(C = 10,  kernel = ""rbf"", decision_function_shape = ""ovr"")
",1
"SVC(probability=True, C=options.svm_c, kernel=""linear"")
",1
"SVC(kernel='rbf', probability=True))
",1
"SVC(kernel='linear', degree=3, cache_size=1000)
",1
"SVC(kernel='rbf', C=ci, class_weight='balanced')
",1
"SVC(C = c, kernel='precomputed')
",1
"SVC(kernel='poly', C=1.0)
",1
"SVC(kernel='rbf',verbose=True)
",1
"SVC(C=10000.,kernel='linear')
",1
"SVC('ovr')
",1
"SVC (Switched Virtual Circuit)
",1
"SVC(kernel='rbf', gamma=0.0001, C=1000000.0)
",1
"SVC(kernel=""rbf"", C=C, gamma=gamma)
",1
"SVC(kernel=kernel_type, C=C, gamma=gamma)
",1
"SVC(C=0.4, cache_size=2000, decision_function_shape='ovr', gamma=0.0001, kernel='rbf', class_weight='balanced' ,tol=0.01) ",1
"SVC(kernel=kernel_type) ",1
"SVC(kernel='linear')))
",1
"SVC(random_state=seed)
",1
"SVC(**params), n_jobs=-1)
",1
"SVC(kernel='linear', probability=True, random_state=random_state))
",1
"SVC(kernel=""poly"", degree=3, C=C))])
",1
"SVC(decision_function_shape='ovr', cache_size=1000)
",1
"SVC(kernel='linear', C=1.0, random_state = 0)
",1
"SVC(kernel=self._kernel,probability=True)
",1
"SVC(kernel='rbf', cache_size=500) ",1
"SVC(), tuned_parameters, cv=self._cv_method, verbose=0)
",1
"SVC(kernel='linear', C=1, gamma=0.001)
",1
"SVC(), param_grid=param_grid, cv=5, verbose=3)
",1
"SVC(C=0.1)
",1
"SVC(C=1,kernel='linear',decision_function_shape='ovr', shrinking=False, tol=1e-4)
",1
"SVC(kernel=krnl, C=c, probability=prob)
",1
"SVC(kernel='linear', C=0.01))
",1
"SVC(train_mat, train_label)
",1
"SVC(C=C, kernel='rbf', gamma =1.0, tol=0.001, cache_size=256)
",1
"SVC(C={C})\n'.format(OPERATOR_NUM=operator_num, C=C)
",1
"SVC(C=1000, kernel=_histogramIntersectionKernel, scale_C=True)
",1
"SVC(C=cost, kernel='linear', max_iter=max_iter)
",1
"SVC(**kwargs))
",1
"SVC( kernel = 'linear', C = 1000 )
",1
"SVC( C=1000)
",1
"SVC(kernel='linear', C=C, probability=True, random_state=0) ",1
"SVC(kernel='rbf'), param_grid=param_grid, cv=cv)
",1
"SVC(kernel='rbf', gamma=1e-5))])
",1
"SVC(args)
",1
"SVC(C=param_d['SVC:C'], gamma=param_d['SVC:gamma'])
",1
"SVC(**parameters)) ",1
"SVC(C=1.0, kernel='linear', probability=True).fit(train_features, train_classes)
",1
"SVC(C=10)
",1
"SVC(decision_function_shape='ovo'))
",1
"SVC(class_weight='balanced', probability=True)
",1
"SVC(c, kernel='linear')
",1
"SVC(), param_grid=param_grid_rbf, cv=cv)
",1
"SVC(kernel=""linear"", gamma=1.0)
",1
"SVC(kernel=str(kernel))
",1
"SVC(C = c, gamma = g, class_weight='auto')
",1
"SVC(probability = True, kernel = 'linear', C = 1)
",1
"SVC(kernel='rbf', gamma=0.001, C=10, decision_function_shape='ovr')
",1
"SVC(C=1.0))])
",1
"SVC (i.e., Soft PVC)
",1
"SVC(gamma = 0.003, verbose = True, C = 100.0)
",1
"SVC(kernel='rbf', cache_size=1000)
",1
"SVC(gamma=0.0001, C=50, probability=True)
",1
"SVC(),)
",1
"SVC(gamma = .001)
",1
"SVC(kernel='linear',C=0.01)
",1
"SVC(C=1.0,gamma=0.0)
",1
"SVC  (imm24) ",1
"SVC(kernel = 'linear', C = 0.025)
",1
"SVC(kernel=kernel, degree=degree, C=C)
",1
"SVC(kernel='rbf', degree=5)
",1
"SVC(kernel = 'rbf', C = self.param1, gamma = self.param2, probability = True, cache_size = 2048, random_state = 2512 ) ",1
"SVC(C=1), tuned_params, cv=5, scoring=score)
",1
"SVC(kernel='linear', cache_size=500)
",1
"SVC(kernel='rbf',gamma=0.001,C=0.1) ",1
"SVC(C=reg_param, kernel='rbf', gamma=bandwidth, class_weight={1: 1./frac_pos})
",1
"SVC(C=100, cache_size=200, class_weight=None, coef0=0.0, degree=3, gamma=0.001, kernel='rbf', max_iter=-1, random_state=None, shrinking=True, tol=0.001, verbose=False)
",1
"SVC(kernel=""rbf"", C=80000).fit(features_train,labels_train)
",1
"SVC(C=1, kernel='linear', gamma=1, verbose=False, probability=False))
",1
"SVC(kernel='linear', probability=make_probabilistic)
",1
"SVC(probability=True, max_iter=10000) ",1
"SVC(kernel='linear'),param_rbf,score_func=f1_score,n_jobs=-1)
",1
"SVC(kernel='rbf', C=1, gamma=0, probability=True)
",1
"SVC(kernel='linear', probability=True, verbose=verbose))
",1
"SVC(probability=True, kernel='linear', C=1.0, class_weight='auto')
",1
"SVC(C=0.0125,kernel='linear',verbose=False).fit(samples, labels)
",1
"SVC(kernel=self.kernel,C=lmbda)
",1
"SVC(kernel=""rbf"", class_weight=""auto"", cache_size=1400, shrinking=True)
",1
"SVC(C=10, gamma=gamma).fit(X[train], y[train])
",1
"SVC(kernel='poly', degree=5)
",1
"SVC(probability =True)
",1
"SVC(kernel='rbf'), parameters, n_jobs=n_workers, score_func=precision_score)
",1
"SVC(cache_size=cache_size)
",1
"SVC())])))
",1
"SVC(C=50., kernel='rbf', gamma=gamma_parameter, probability=False)
",1
"SVC(kernel=kernel,C=C)
",1
"SVC(**SVM.best_params_), algorithm='SAMME')
",1
"SVC(kernel=""linear"", C=2))
",1
"SVC(C=1.0, cache_size=200, class_weight=None, coef0=0.0, degree=3,gamma=0.0, kernel='rbf', probability=False, shrinking=True, tol=0.001,verbose=False)
",1
"SVC(kernel='rbf',C=2)
",1
"SVC(C=C, kernel='linear', max_iter=20)
",1
"SVC(C=1, gamma=0.001, kernel='rbf')
",1
"SVC(face_profile_data, face_profile_name_index, FACE_DIM)
",1
"SVC(kernel=self.kernel, C=self.c)
",1
"SVC(gamma=0.001, C=1.)
",1
"SVC(C=iii, gamma=jjj, cache_size=1000)
",1
"SVC(C=parameters['C_reg'], kernel=parameters['kernel'])
",1
"SVC(kernel='linear', C=c)
",1
"SVC(C= 1.0, kernel= 'rbf', class_weight={'Y': 4, 'N':1})
",1
"SVC(kernel='rbf', C=10, gamma=10, probability=True)
",1
